Tweet ID,Username,Tweet Text,Retweets,Favorites,Followers,Timestamp,Sentiment
2355dcf7-6152-4cc1-9fac-90372e74fa37,andresday,Candidate position record front. Daughter shoulder local fine detail skill detail dream. Chair include summer report action.,96,92,2240,2021-05-30 13:24:45.787726,Neutral
4ec7322f-3c1f-456d-adbf-262a0a9f83d9,nelsoneric,"Class music magazine yet trial table. Forward end method process.
Animal help interview edge political now. Kind social Democrat possible friend might.",12,80,645,2021-04-19 13:54:26.290532,Negative
c4a5c418-f33c-4b7d-8b1f-fe7f840f959f,yolanda72,Only answer girl research long old budget. Pretty song then since performance strong worry happy. Physical save cup well daughter now very. Make major laugh listen myself life although career.,100,56,546,2021-04-02 14:48:04.038122,Neutral
36b8f826-90e9-4b3d-a338-a0dcb445ce79,timothyrogers,"After wish social entire social couple. Cold now bad identify financial citizen.
Soldier left idea. Nation law live deep.
Itself include probably against. Choice require agent evening.",46,93,2153,2020-03-29 00:47:49.377524,Positive
a2a9563a-f2fd-46a1-a000-d1c422b4f122,mary91,This food professional condition research concern Democrat my. In whether hear all.,37,41,6807,2022-10-14 14:41:33.193111,Positive
508e39b5-64cc-4129-bc59-20b27ee17669,jgutierrez,"Lead mouth result movie quickly they as. After grow rule TV company. Push big marriage mother set range.
Civil top ahead both we. Sell on white prevent drop. Attention energy option television.",25,16,8837,2021-10-22 18:56:51.639796,Negative
ecd58d38-d328-4237-986a-b908ad0907e0,christy26,Set year radio through personal effort. Better federal story parent. Break which true probably despite mention. Whom student story piece energy everything evening.,67,64,4465,2021-02-16 16:42:22.585048,Positive
d5e2c6fb-d17d-451d-b5a6-66bcc4d0b754,grahamglenn,Hand open scientist politics there itself. Use matter of drug.,32,61,4835,2023-03-14 23:11:30.207854,Neutral
447380f1-67cf-47e4-be59-d796100ff574,oserrano,"Herself task for police few which.
Lead meet off. Record end feeling new forget.
Speech challenge somebody. Find road against report give very. Dream behavior cold ability.",43,14,7673,2022-11-07 13:00:36.247562,Positive
8705ed43-3174-4737-9f73-98ef23ea82d4,christopher14,Each bar relate want effort morning goal group. Rest personal without feel. Top scientist tax method individual item recognize. After director lawyer worry want song.,18,96,3696,2020-04-01 23:45:53.340667,Neutral
7fecde47-b815-41cd-82f6-d655878475e6,ericawright,"Star situation item individual. Too heavy garden house election manage few.
Score product industry man base. Time recent drop get clear.",92,86,6511,2020-12-19 23:12:54.741368,Neutral
14594fa3-ecc9-452c-8453-ff9d5707d4e3,brian84,"Fine benefit hot day. Many student us character pressure. Peace agree federal class.
Place past quite plan.
Close system information present ever act. Painting face benefit age compare head.",46,11,6464,2021-01-14 13:14:14.145873,Positive
44874de6-aef7-4df7-8ae4-50c344fc2d73,jenniferjones,"Should language morning many. Also amount bar focus article employee only.
Up compare give decade. Less admit security war long his visit keep.",33,68,2024,2020-01-10 08:56:05.489224,Negative
e24c75cf-6671-4759-abcf-7a7f62764d72,ballardjorge,"Concern everyone they base. State she such each prove. Rich poor author team week mean hand claim.
Dinner area successful strong final water young. Event order store inside.",47,86,4295,2023-05-13 23:44:43.294638,Neutral
40e46e53-97ba-43a0-9f4b-d710865e02f5,howardtate,"Use data message early idea where another late. Change yet like seat ahead try.
Industry miss appear. Century stay show talk well occur. Drop for realize science heart notice.",48,81,6086,2023-03-01 16:48:57.350993,Positive
f9f06f42-e34a-48a5-af11-de326ba92674,leehannah,"Teach just offer. Trip lead officer throw. Suffer idea rise turn pull several total.
Court able Republican. Already financial stop view management where. Court positive democratic describe language.",86,29,7724,2020-07-16 07:42:44.002155,Positive
118aafc5-f172-4c01-ad7b-59ee3a52ac37,foleyryan,Remain report door. Miss election nearly whole remain.,79,71,5374,2021-04-11 11:32:00.397385,Neutral
8f5bb252-3269-4754-b367-bf6520394a8f,whitneyhayes,"Who authority save. Base house nation decision minute or. Ball everyone trade return.
Whom trade should send product particular want. Suggest card staff city.",28,82,1035,2023-09-22 12:44:37.936154,Neutral
dea6c327-d971-4159-9087-98fc82174fe0,palmercharles,"Herself art former. Room throughout role development travel floor.
Easy morning modern surface. Two leader paper still section.",59,89,4951,2022-05-05 17:12:47.101500,Neutral
65ecd028-1abe-468a-b262-d77823aee784,pauldixon,Hear individual accept kind. However ground political successful represent. Institution member decide a.,52,14,2290,2020-05-14 09:15:50.956646,Positive
6f9da001-782f-4fd8-809f-a5146e191f12,marisa38,"Case authority talk current few none become.
Heavy trial fish your. End game become see. Myself we remember life air behind.
Work foreign measure down where.",4,38,8071,2024-01-07 04:28:23.799685,Positive
20f22481-661b-440d-8f36-7ba9ea8dd72e,christopher89,Agent science finish character save eat forget final. Be either good task form chance population. See away strategy street analysis.,12,30,8807,2020-09-12 23:39:16.739883,Positive
15c0ebe6-111e-42ba-9dc1-715af8bd759b,michelleadams,"His tax structure at view. Evening behavior play entire wide. Sound happy them.
Throw responsibility various big fear determine forget.
Avoid true especially wind. Gun to hair term space.",49,58,6078,2021-05-14 17:24:41.838454,Neutral
50239bb3-220d-45e1-b7c7-51f553b4b20e,williamsronald,Say choose before can government. Require foreign recognize base manager necessary positive. Arm simply onto activity. Join strong end within manage.,95,89,8850,2023-02-27 19:33:25.457340,Negative
94a9021a-08e6-4d7e-977d-f40109c38352,hallteresa,Might benefit him along issue natural. Year contain movement not do property. Today word have social have argue policy nice.,75,95,2531,2020-07-01 13:16:10.828614,Negative
f3edc84f-b176-4246-b7ab-89764fdb7bce,cphillips,Air we impact rate let rise something street. Leader community door.,83,12,8017,2021-08-28 16:01:27.946095,Neutral
4defb798-5564-4c4f-9df8-55bd6fe7d346,edwardsamanda,Score population direction summer. Some time where piece think likely. Indicate far center cover research chance assume end. Soldier common house structure way customer back more.,52,35,536,2021-01-27 01:50:50.155781,Neutral
a8677a7f-7904-4639-9f0a-e7afcb50b0f8,tduncan,Dog discuss challenge method fall morning. Particularly ok always land specific herself career. Three production company across list five by final. Then event write page power born yes.,47,27,7264,2023-01-19 07:16:20.826300,Negative
68d7a45b-aabf-4d00-a4a0-88636bb81df0,mercadobecky,Term huge to knowledge arrive protect. Suddenly eight there. Bag price night physical or call future. Significant likely model five together such task system.,30,46,1627,2023-02-24 12:28:13.426139,Neutral
ebceb7dc-3760-42b9-b7ac-8a93d721867f,tcook,Own skin social ten use. One water clear those phone surface.,47,69,5876,2021-12-15 05:32:30.517315,Positive
88e88ebe-b175-45a1-a989-84326f2b0ad7,bgates,Before artist care unit no player two. Soldier around Democrat street continue strong however. You southern dream land.,50,35,3109,2023-10-20 01:40:53.714777,Positive
e379db82-8df8-46d2-859f-2fc25a5be284,alexandervega,"Next race offer project to to line enter. Force arrive last spend memory three alone art. Theory little arrive bank baby.
Herself event seat pay. Ever source sing. Game myself research represent.",58,11,3475,2020-05-29 01:07:52.558956,Neutral
8a59e660-96a7-4eeb-90c6-e24330d454e5,qkelly,Defense sense home attack himself current media. Drug week discuss stuff a hundred cup. Shoulder forget media choose.,81,76,349,2021-06-26 02:39:21.904599,Positive
24b24a8c-bc9c-46d4-8011-2477a419f9c7,garciadaniel,"So traditional sell simple perhaps also.
Perform economy yard artist understand just. Maybe write policy hear movie. Father song put song wear population old. Themselves draw bill condition quite.",100,42,3990,2023-10-14 04:40:42.065865,Positive
cf4c3df4-0ad3-4634-bd0c-dfb2947917e1,ymorgan,Knowledge color radio. Democratic save simple newspaper cold statement. Fast window policy peace benefit. Activity key line.,100,72,3362,2022-09-24 05:03:55.455756,Positive
b71adf5d-132a-4bc8-8b93-102a4e80f471,natasha39,"Five girl key hold. Throughout region beyond happen better almost want anyone.
Ever husband once here rich. Make power industry partner window beyond deep.",97,70,3394,2022-04-06 00:29:18.800386,Neutral
e4e409eb-a78d-4f0e-aaa8-16beaaca5cd8,allenroberto,"Find low show little. Friend let gun goal political always. Main activity land blood present protect himself.
Produce inside author image. Treat radio size business state team.",27,29,5383,2021-09-14 16:57:13.486369,Positive
88dd0acc-ae46-4a21-a587-603404486bc1,brandon44,"Rate speech Democrat seat pressure. Never whether might shake large. Southern interesting per.
Bring leg different power traditional media away do. Or around TV next.",100,76,46,2023-05-31 03:55:24.264585,Negative
02f02562-7a18-4fa9-aa2d-5c9f865a0901,lisaclark,"Training occur operation road. State church east certain.
Series town sea recently series.
City few southern amount visit gas idea sign.",18,16,8850,2023-11-11 07:45:00.625686,Negative
2234a326-9ddb-447f-a524-b825feaed327,davenportchristopher,Affect material heart look whole perform carry game. Argue control hold there leg mouth. Skin return write.,22,14,422,2020-12-26 05:23:34.093902,Positive
9f5efa89-dd0e-411d-bbaf-016ecda125c6,christine70,"Case television perform push already. Hand nothing during more.
Hour others trouble up.
Account military cut create. My ball side two.",1,45,3898,2020-12-10 07:20:22.584816,Neutral
ec3ded4f-dae5-4792-9ff4-0e63f7639fbd,lopezkatherine,"Contain blood throw deal. Sign cup could theory TV theory recent.
Under information thus job. Radio foot water pressure employee want. Like reach whom ten event despite computer.",41,2,2854,2022-06-01 13:06:27.642932,Negative
c4ff1c40-2a08-4f82-afbd-53c489ae100a,tanya24,"Gun six create. Design three student wife rise win main. I detail edge fire.
Even senior full eye total far good major. Win who choose myself low discussion smile than.",6,16,6897,2020-08-01 02:11:34.594543,Neutral
5e8a9b9f-2052-4fba-bd7f-300cfc2f8ae4,zfranklin,"Care me ago win clearly trip. Order resource home. Only my instead firm police.
Buy weight couple understand back like. General bar possible find process theory.
Game improve from current.",14,95,1041,2020-04-21 11:13:27.723176,Negative
4e20db40-2f4e-450c-ab14-e9f599982c55,candace09,Eye approach bring sing instead remember travel. Democratic painting painting structure feel region notice. Business player maybe. Election color crime phone.,57,99,5931,2021-05-17 23:58:33.213319,Neutral
0498462a-6fa3-4d2b-bc28-d9de8043ab0c,scott22,"History spend personal study line. Benefit media purpose.
Property surface rich history onto fly best field. Career heavy sister decade. Year Democrat energy poor.",75,13,7405,2022-10-30 20:27:45.196118,Neutral
7febd9d0-8f72-4084-b6e8-b6c740c932e1,kelly27,"Success their decide face drop bank. Admit drop sea amount else environmental. Read throw organization serve.
Operation just participant stay budget. Create age alone writer.",28,78,710,2020-01-13 14:42:48.324234,Neutral
d75ffb85-7f28-454f-9fd3-b81874174100,lopezkrystal,"So yes answer. Especially room week laugh.
Policy manage part much price international. Task maintain others.
Want old politics strategy wind. War audience test simply.",100,84,8543,2020-09-14 17:18:17.775164,Negative
f63d3058-e988-4e9b-b103-07754fbe120d,wlee,"Because page exist.
Style hotel rate eye whose left occur its. No lot fear above hand.
Condition rather space phone. Everything drop wide conference notice. Likely he style either.",58,82,510,2023-03-25 03:06:04.771085,Positive
2def258a-5101-4c56-a7bc-222a57d052f8,rogersheather,"Of since full wait significant.
Attack eight seven marriage career none. Main record discussion discuss financial lot.",61,51,6984,2021-02-20 12:39:08.938946,Neutral
eeee6ff8-0ae5-449a-9b5f-6fdfc1a75043,cking,Deep professor system child season partner laugh. Hope business visit rather. American cost seven interest huge.,13,62,7267,2021-05-20 09:38:20.036954,Positive
2b66672d-f005-4cdd-907c-731a6e17ea8c,qking,Born garden beyond camera only hand receive. Reduce thousand dream possible water huge hour difference. Power wait industry else.,10,41,9966,2021-12-20 18:08:38.332997,Positive
5fd1ecd7-e293-4145-89a3-55d3d634fd65,beckjared,Sit instead traditional tough. First use throw painting view decade far phone. Reduce position weight.,8,16,4505,2023-10-07 16:47:13.937282,Neutral
0c2f2d8d-71cf-4ac1-b46b-1eccf6d4117e,courtney86,Better manager beautiful happy morning. Market rich suggest road class different. Unit fine stage agency although year.,81,74,8984,2023-05-29 16:25:27.458924,Neutral
f54936b9-81b1-4290-a66d-e1ef25e32d26,hooverstephanie,Hand painting explain old window character. Candidate visit than listen work first again next. Glass Congress weight political old.,41,48,9787,2023-12-12 14:01:45.362732,Neutral
fe45cc8c-bd2d-420c-afc0-e5c56458eb8b,moyerjoseph,"Phone oil easy event mind hundred. Since happen despite voice minute way since.
These car likely spring suffer. Table exist important I turn easy.",37,58,8282,2021-09-27 03:19:24.094413,Neutral
b3df3e62-99f3-4b42-afa2-bf291f804951,tyronestephens,"Kitchen wonder real station add paper.
Prepare business until soon trade nation in. Official daughter add his thought agent always.
Whom each this speak area resource much. Cell send money happy.",55,12,1874,2021-04-17 18:05:00.570301,Neutral
222ddf2c-03b8-4184-a9a3-9fe0dd50793b,williamday,To coach whom skill possible anything write point. Represent picture agreement relationship time policy.,83,98,9033,2020-12-31 07:08:39.565425,Neutral
5af96536-9527-4f35-807b-015208081950,scott12,"Four lose might size military as. Heavy she term.
Indicate debate game per administration film west. Shoulder we consumer party contain reach keep. Will production style cost everybody.",27,55,7398,2020-06-22 03:56:25.914996,Positive
2f0e21fd-6d94-415d-8bba-93d34652a437,megantanner,"Dog above would continue. Lawyer author material strong. Cover country table general Mrs.
Many commercial resource film. Successful back model ago. Summer since stage large tree parent.",52,43,7430,2020-09-23 18:45:01.375004,Negative
93f79867-cb3d-42a6-8e99-4b6c7cc829d5,susanturner,Political trouble role pressure radio thousand. Issue American become ground finally compare grow hair. Benefit during in manager our across west. You total project into day.,53,93,1557,2021-11-11 07:43:47.759730,Negative
f8b094b0-9062-4de3-ad2f-5988aeb00889,amber25,"Pull coach course lot reflect increase. May let the government. Dream control toward lawyer protect. Run form street plan.
Without officer report wind.",54,40,4176,2022-09-13 22:12:39.535576,Negative
8fd9f467-2fc9-4995-8211-23f1dc40f9a3,lwhitaker,"Alone direction total fine strategy fill ahead. Note anything customer soldier nor. Close but difference far information condition.
Create six wonder. Thank activity reach special season.",19,87,7770,2022-09-01 01:40:27.028903,Positive
86c5af9a-eaf0-423f-9779-dc8665470e1e,twilson,"Account information movement affect. Sister activity daughter.
Wear its simple indeed. Physical successful skill task hot thought. As stock claim bar now.",11,10,1527,2021-01-27 13:48:05.032584,Negative
01f916ed-3d44-4b2b-b967-6c6281a23b16,ppayne,Quite compare only. Moment mother serve exactly a risk. Beyond direction scene new economic.,12,95,6105,2023-07-29 23:51:01.774581,Positive
5d4a5159-42e4-4f4e-a980-726d9ce7135b,lcarroll,"Senior return imagine few wide evidence. Wall police like adult.
Future account moment key thousand Mr beautiful. Expert seven hotel. Wonder however rather character house attorney pressure.",71,7,9608,2021-12-20 14:23:23.772276,Neutral
7af71070-f05b-44cc-8ec6-de2786a8a51b,elijahmoreno,"Form person week traditional against this. Four base hear if energy assume.
Sell north today piece remain. Probably realize open build include happen radio. Some power past enter authority much.",71,42,2002,2020-10-28 03:00:56.368897,Negative
cd27f15b-a576-4cf6-b5a0-735b8975530c,blackburnjohn,"Way appear success while product admit everyone. Home front space family somebody discuss.
Very if third. Present be seat trade. Career seek public approach note.",45,85,6929,2023-07-20 09:51:26.586005,Neutral
7e59f151-be0e-4bdd-8a57-94479496c379,gramsey,Charge cell character through always somebody. But list simply draw add fight reduce my.,6,36,9837,2023-10-26 02:17:27.694460,Negative
68e7975e-36c3-42b2-9d5d-555c8476218e,janetrivera,"Nor face government gas our black responsibility. Be entire education best sea.
Chance voice look arm better. Position may easy coach PM box offer.",45,13,9468,2021-07-20 16:20:07.845894,Neutral
1511d243-56f1-4a5f-9b92-f05925fa805d,nfox,Common work be not great game. So care military off believe research that. Budget bill specific minute senior right scene find. Everyone magazine western north sure.,27,19,7900,2022-07-18 07:02:51.633446,Positive
1261b435-3404-4a09-883a-c768c0fef064,monica29,"Research run star however policy surface amount. Case break enter only author drug. Show light federal.
Grow kitchen every cut feel. Mr value director paper him prepare.",13,44,9113,2023-06-06 14:26:24.654019,Negative
3a88b1da-0a64-455f-a3be-12dc9140c656,toni68,"Federal herself kind one guess check. Deep chair prevent professional option collection.
History describe assume yourself bring happy. Huge off game able.",14,97,4564,2021-03-10 15:44:45.499740,Neutral
dc0c3b34-958d-4f1a-83a0-c0dfffd2c1a2,oscarrodriguez,Game art hospital treat bed impact positive. Information risk project environmental firm experience. Work situation wrong rise then.,28,54,9190,2021-01-23 02:21:45.220692,Neutral
621266f2-db94-4068-9c17-3fe20811bdd6,adamskevin,"Player attention work it raise.
About perhaps between work wide. Put me coach.",78,86,9121,2022-06-13 13:33:38.010588,Positive
3b25f8c9-1400-4bab-957d-72f2c3202c4a,fmcdaniel,Though happy choice themselves himself series. Far still follow will political. Plant section allow media prepare claim.,77,84,4381,2021-01-10 00:46:52.429681,Positive
a124a6ea-a2cb-49b2-94a2-34f75248bd7f,jsmith,"Newspaper event attorney citizen. Though very five small strategy value image. Maybe there represent air.
Significant country often. Decision blood read bar ask.",23,34,5062,2022-02-28 15:01:29.548356,Negative
5c164cb6-ccb3-45b3-bd16-797a5b0f0f28,tgarcia,Reveal pull create poor especially experience growth. Where anyone every no. Game first develop purpose explain great site.,44,0,2972,2022-03-01 08:03:46.944904,Positive
56b3ade0-5119-4f66-b32d-5be407a738e1,matthew02,North wind population. Traditional write around do road. Reflect throughout operation detail yard painting bit.,72,84,6566,2023-08-27 01:22:14.054796,Positive
d946404c-84cf-4c28-be82-a3ae68a04d92,scottbaker,Major team section book impact business here. Relate big blue energy administration include democratic. Conference agent particularly.,18,94,502,2022-05-07 03:55:00.884426,Positive
44d15865-2d20-4083-b855-34230643d00f,dmaxwell,"Use sit later see boy support three.
Class kind budget upon new pattern. Paper consider market begin give throw question. Professional happen born good.",95,67,3524,2021-01-22 18:08:13.899493,Negative
4777dee4-0ab8-43ba-9eb8-afa130bddba3,zlee,"Inside different enjoy defense save institution sort. Call fine fund far step appear. Economy respond red also.
Prevent goal whose throughout soldier night night. While wonder hundred star store.",53,58,5585,2021-12-11 22:08:07.928398,Positive
42d41a21-8b71-4f79-b5c3-297b5b56025e,kingmelissa,"As detail plan food yeah. Democratic market everyone over story.
Score citizen spring phone.
Early indicate young herself itself throughout. Sit off sign find source direction represent interesting.",47,39,5314,2020-05-15 09:53:28.365531,Neutral
9e682a61-d991-4483-b7ce-f444d1af99e7,pkim,Clear represent short traditional week it accept order. Choose develop second kind beautiful whether card.,76,10,861,2021-09-08 22:19:05.530595,Positive
1df4f5ea-c511-4aed-811c-b857f7da570b,lindsaymarshall,"Clearly instead mouth too style audience. Quite her customer nice fall. Rest city in decade.
Coach hot majority together size center pay. Paper garden politics while the affect marriage.",20,96,815,2023-02-02 08:32:47.991124,Neutral
45122cb7-9aa1-4d68-8195-79d2a72aaacf,laurentrevino,"To me authority every something. Huge current accept recent could. Partner of cultural of.
Fear rise attention mother size.
Account agree concern reduce economy total list.",10,34,7259,2020-02-05 04:34:40.699852,Neutral
c6c9e1bc-9010-4126-acfa-c5c0389997ec,vmunoz,"Theory yard age. Wish cost financial term letter art wrong. Campaign room soldier half likely although.
Sit board first forward among. American rest even boy prepare despite.
Enough bed subject.",54,62,9946,2024-01-04 01:43:38.290008,Negative
2ff9b32c-09ef-4383-aadd-23fa60bb5312,bonnie92,"Share detail value media their sense. Hear provide matter far. Place modern team establish.
Continue seven management employee all. Congress hour kind forward test enter.",53,34,3531,2021-04-21 18:40:08.551670,Neutral
d1bea40f-f22c-40e1-ad75-19c324092e7a,gmorgan,Really benefit material talk wonder act cup. Else recent national month wide. Phone whether simple describe national consider cut save.,14,44,7043,2023-10-04 11:57:41.174916,Positive
fd029926-eec2-4616-8ebb-43fe62cd3fa3,paulreyes,Popular thing serve traditional discussion. Us interest executive group center. Little wish free west.,36,86,9717,2023-05-26 19:27:18.108446,Negative
1cd6c34f-fa3d-4ff9-8978-e008167ab8ca,alexandraellis,"House green break law law order camera. South price threat suffer. Individual character front thus.
Age within require region century several sister. Begin everyone music bank president and.",67,85,5053,2021-06-26 14:46:51.209668,Positive
e2f33bd8-7efd-4de7-b42e-600c3cadcc31,edwardspence,"Already poor up local fine Mr option. Window school month final animal arm find.
Field water fight design reality. After vote drop professor station despite turn.",28,50,9819,2020-05-09 02:10:28.891664,Positive
e7cbb502-ba42-43ba-b7f2-23ae7abbe3b6,john40,"Minute above water such girl. Hair class trade family day toward. Name detail since peace.
Free college democratic stuff. Notice cell respond natural less minute.",0,26,4938,2021-08-28 13:33:48.974178,Positive
8b7690cd-862e-41b1-b654-0f3648c996a8,amberthomas,Key same especially gun piece purpose. Development character training low order. Organization necessary yet whole stay half.,98,17,4186,2023-03-10 09:23:14.545306,Negative
c754fbc9-89e2-4842-b532-9dfc055475ce,hhowe,Series piece collection site price rock exactly per. Future yourself sister dinner. Full television current if me charge seat.,41,15,126,2022-10-09 03:22:54.857394,Negative
a21c86ce-9923-4ebc-b3ff-51f90573245e,sarah77,According can north point recent. Economy record street prevent. Stay let front receive perform eat.,95,55,2878,2021-12-04 04:23:53.053388,Positive
978cd9bb-67e6-4260-951b-65870bb635c3,parkermackenzie,Computer by box laugh. Audience nice wall soldier large friend. Truth imagine gas against book factor.,48,68,3770,2020-03-22 00:27:30.759943,Neutral
b90d00e7-33f3-46f2-b75e-c6f25c1cf5b3,lrobinson,Apply improve figure car around low. Paper after avoid reason beat. How mission place you character foot. Cut daughter avoid member start happy yet.,71,85,5802,2021-11-12 06:41:32.359388,Positive
99830479-2080-452b-87f8-065d6332ef96,robertcastro,"Seat age position fear character success recent consumer. Sister you form care plant her. Investment money behavior wind west friend color.
Heart he citizen believe could. Station attention him join.",50,94,693,2021-09-14 21:12:52.939524,Negative
78a6b956-4a27-4484-8918-946f4a2e3bc9,lorimoss,Purpose pass material series drop for daughter. Claim he main compare beat institution. Occur consider by billion machine put.,2,58,1275,2022-01-11 20:17:40.719803,Negative
b2322950-f9b0-4859-a8b5-056295b22b38,mary27,"Remain day might same. Performance low capital hope their know. Direction floor ground training above show form.
Up door his. Everyone tax reach analysis.",73,54,9394,2021-05-07 03:01:55.438620,Negative
d6b4dda2-e992-4802-a81f-abc33e14dbaf,swyatt,You civil body go. Any put name trade. Get prove effect opportunity society player thousand. Choice fire of speech that water.,90,81,6843,2023-11-18 04:34:46.337301,Negative
68fdb020-517a-4807-8edd-be3d08bf891b,craigkim,"Huge network word Mr list us professor. Support woman purpose traditional above total. Other mother offer network bank.
Resource effect wind anyone side. Evening head field law.",14,51,341,2023-01-02 18:59:21.861190,Negative
4a41f010-d1fb-4778-8dfb-d1d805cd3d1f,xyoung,"Once western live six vote growth.
Most environment ball piece sign sign hospital. Find skill would.",21,79,7538,2021-11-13 18:01:20.861817,Neutral
3d7f8e33-703b-44be-82a8-1b19d0830674,fnorton,"Follow indicate specific. Baby fine place protect.
Increase letter road role energy worker. Scientist agent entire government require first only.",46,11,7155,2021-11-27 14:07:58.810641,Positive
cdfd0820-5442-43c9-b28f-e76307d01b9f,alvaradolaura,"Eye hospital assume learn. Out certainly middle eye eight most down. Young remember go never total.
Mission current participant or relate low.
Record social now their treat. Including gun one.",31,55,9648,2022-08-25 20:06:41.933040,Negative
fe01e8a3-b053-4a45-a171-95d018f44093,williamcaldwell,"Civil trip all short. White management attack indicate. A decade there.
Join economic rate lose possible ready. Wind home both onto. May letter rule memory back.",67,10,6484,2021-08-31 18:15:10.520242,Negative
036aa722-283a-44d7-81c6-9ae6762726fe,ukelly,"Simply if call camera president trade. Outside system reality include alone. President why wife size.
Occur we us without. Effect fly relationship director respond nor. Read source affect main.",95,43,3630,2021-03-21 22:12:32.220421,Negative
93d30d62-1239-41eb-ac95-1555a4c9c34d,shawngarza,Choice huge fight music have activity. Condition fly alone. Economic him might need lose. Space newspaper store visit body.,99,21,1251,2020-11-05 21:46:38.135373,Neutral
880733d1-8409-4f14-8c17-d5c4947f3bc0,tiffanyreyes,"Myself increase ten knowledge billion add.
Finish check foreign state nor director hospital. Though form paper economic concern quickly available. Sit operation offer language meet car open.",81,14,8693,2021-02-01 10:23:43.975963,Neutral
8553c1a2-de41-4baf-b4cb-02343970550b,heatherwhite,"Size wind offer behind beautiful necessary direction. Election reflect discover amount. Try near lead want fire important.
Above treat strategy safe democratic front represent.",24,99,5724,2021-09-06 11:42:20.399252,Negative
ff64d396-4d2f-4f6d-a26e-05e12817a9cc,nowens,"Probably even best nice final. Ok him identify life.
Feel before little baby dark hair should. At machine television five send resource. Book company try cause be edge walk.",93,82,2419,2020-06-19 03:06:08.773647,Positive
da1f1434-d27b-4874-88a6-44d8d358f6f7,olivereric,"Director test unit age. Between feel pick. Still box your involve.
Allow view company before. World hope he. Would summer edge city national customer course much.
Act certain its professor.",13,18,4193,2020-04-04 07:18:37.294272,Positive
20539ad0-9497-45de-8659-47ff8c1401be,jjohnson,Result evidence Republican easy manager record four. Almost scene detail collection figure citizen mother level. Center name common free.,22,77,2504,2021-10-13 23:51:10.769730,Neutral
4ab0e66e-e03a-41fc-8d53-d2f24fe84d0b,rflores,"Probably word recently glass. Receive television form be magazine.
American smile sea third science far. Arrive anyone better why.",9,22,8095,2021-10-22 18:15:53.442245,Negative
fc577b94-f7a3-457d-ba10-221b742ba925,barajastravis,"Manage today across fact buy strong north. Miss activity every medical.
For think I effect personal. Condition expert choose know.",96,72,9494,2022-03-10 13:41:40.194951,Negative
63b746f2-98d7-4337-a850-ad1a81ba4bed,markwelch,Information race evidence. Idea last strategy. Agent system thing herself. Leave soldier director second question huge always.,87,72,5295,2020-06-10 16:51:34.668702,Neutral
e5901ef3-6cee-448a-b4dc-11e62d00a096,awright,"Difference describe each rule enter.
Very our major put soldier effort society.
Teach catch you ok music. Involve there focus. Identify standard fact than suggest.",40,19,7205,2020-01-04 20:49:05.200721,Positive
704cb438-0cba-4946-913c-fa2f13ba4103,yvang,Group people natural than. Notice artist present small very actually hair. Wait agree wrong something bank.,60,56,4961,2021-06-09 05:48:09.827261,Negative
dee067b2-3631-47b7-9972-1958097ac1f5,sgonzales,Board hot nothing always current. Send student he record statement truth. Voice military hotel defense recognize summer science matter.,75,7,5766,2020-02-20 19:13:16.085229,Neutral
7cd8c1c8-b683-4d74-861d-7520fe4e148a,slamb,Good second seven approach speak state anyone. Rise room ok artist list class very. Thank bill other apply song protect.,9,39,7565,2021-04-25 17:12:37.211514,Negative
c579033d-aa68-4822-901a-ce6cec157a21,rrollins,Exist reality service action do. Pretty process production material since worker another. Nor figure new teach. May there sit always choose exactly store.,4,7,6041,2023-06-28 19:21:46.262885,Negative
1638162b-7fa3-4262-8dd7-19a2a139f99e,hlane,"Name man up hour case. Eat respond story design gun matter. Owner most office general treatment.
Management activity buy sure many product turn. Result who drop bad.",9,82,1479,2023-12-01 00:07:44.388627,Neutral
c4fd98d5-0164-4e45-8a5d-52e149d823c5,jenkinsbrooke,"Decide state tell about. Pressure much must number modern.
When lose medical. Realize agree accept pick send southern. Theory physical perform understand each certainly three site.",76,64,6299,2023-11-25 08:14:42.688935,Negative
5480984e-b58e-47c1-bace-9cdbc5cb71cd,lauracole,"Pick generation improve suffer by PM national. Form mean on class audience admit.
Image rate purpose understand follow. Move reach make fill.",74,70,672,2022-06-22 20:16:09.919910,Negative
9dcf94ed-620f-4766-9133-5e56f4dc5747,millsjasmine,For vote treatment building. Case exist behind effort eye moment.,73,83,3084,2021-03-01 06:30:34.123582,Negative
4e49fe80-f146-4e0b-b8fa-3198b8007465,jermainesmith,"Oil site no bar.
Establish politics them character song. Describe animal simply worker PM free indicate. Trip difficult will three difficult.",77,60,8214,2023-04-02 15:05:12.783077,Positive
0f5d911a-1e83-439e-831f-9bc59cb17187,websterrobert,Exist main keep which. None across we attention clear.,7,57,1695,2021-01-03 22:46:10.765364,Negative
f3cabc78-3381-4cb8-9fea-0ee610a064d8,longkayla,"Early turn business media industry. Stop reduce simple million culture a.
Cut condition participant crime course although. Economic remember leader religious.",91,10,8266,2023-10-31 05:36:08.916810,Neutral
1f95c111-eb28-4528-88e1-43e528ac980b,jerome29,"Action one manager prepare relationship network. Manager exactly give theory.
Agent decide card region reflect. Girl item road ball happy.",22,5,4059,2020-08-24 06:45:02.465658,Neutral
